id,alt,year,title,rating,original_title,directors,casts,genres,image
3395373,https://movie.douban.com/subject/3395373/,2012,蝙蝠侠：黑暗骑士崛起,8.5,The Dark Knight Rises,克里斯托弗·诺兰,"克里斯蒂安·贝尔,汤姆·哈迪,安妮·海瑟薇","剧情,动作,科幻",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1706428744.jpg
3442220,https://movie.douban.com/subject/3442220/,2009,海豚湾,9.3,The Cove,路易·西霍尤斯,"John Chisholm,Mandy-Rae Cruikshank,Charles Hambleton",纪录片,https://img3.doubanio.com/view/movie_poster_cover/spst/public/p455222172.jpg
3443389,https://movie.douban.com/subject/3443389/,2009,海洋,9,Océans,"雅克·贝汉, 雅克·克鲁奥德","皮尔斯·布鲁斯南,雅克·贝汉,姜文",纪录片,https://img3.doubanio.com/view/movie_poster_cover/spst/public/p497010372.jpg
3541415,https://movie.douban.com/subject/3541415/,2010,盗梦空间,9.2,Inception,克里斯托弗·诺兰,"莱昂纳多·迪卡普里奥,约瑟夫·高登-莱维特,艾伦·佩吉","剧情,动作,科幻",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p513344864.jpg
3742360,https://movie.douban.com/subject/3742360/,2010,让子弹飞,8.7,让子弹飞,姜文,"姜文,葛优,周润发","剧情,喜剧,动作",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p1512562287.jpg
3792799,https://movie.douban.com/subject/3792799/,2010,岁月神偷,8.6,歲月神偷,罗启锐,"吴君如,任达华,钟绍图","剧情,家庭",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p456666151.jpg
3793023,https://movie.douban.com/subject/3793023/,2009,三傻大闹宝莱坞,9.1,3 Idiots,拉吉库马尔·希拉尼,"阿米尔·汗,卡琳娜·卡普尔,马达范","剧情,喜剧,爱情",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p579729551.jpg
4023638,https://movie.douban.com/subject/4023638/,2010,国王的演讲,8.3,The King's Speech,汤姆·霍珀,"科林·费尔斯,杰弗里·拉什,海伦娜·伯翰·卡特","剧情,传记,历史",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p768879237.jpg
4202302,https://movie.douban.com/subject/4202302/,2010,借东西的小人阿莉埃蒂,8.7,借りぐらしのアリエッティ,米林宏昌,"志田未来,神木隆之介,三浦友和","动画,奇幻,冒险",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p617533616.jpg
4268598,https://movie.douban.com/subject/4268598/,2010,告白,8.7,告白,中岛哲也,"松隆子,冈田将生,木村佳乃","剧情,惊悚",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p689520756.jpg
4739952,https://movie.douban.com/subject/4739952/,2010,初恋这件小事,8.2,สิ่งเล็กเล็กที่เรียกว่า...รัก,"普特鹏·普罗萨卡·那·萨克那卡林,华森·波克彭","马里奥·毛瑞尔,平采娜·乐维瑟派布恩,苏达拉·布查蓬","喜剧,爱情",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1505312273.jpg
4798888,https://movie.douban.com/subject/4798888/,2008,叫我第一名,8.6,Front of the Class,彼得·维纳,"詹姆斯·沃克,特里特·威廉斯,多米尼克·斯科特·凯伊","剧情,传记",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p496133870.jpg
4917726,https://movie.douban.com/subject/4917726/,2011,阳光姐妹淘,8.8,써니,姜炯哲,"沈恩京,闵孝琳,姜素拉","剧情,喜剧",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p1374786017.jpg
5322596,https://movie.douban.com/subject/5322596/,2011,超脱,8.8,Detachment,托尼·凯耶,"艾德里安·布洛迪,克里斯蒂娜·亨德里克斯,詹姆斯·肯恩",剧情,https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1305562621.jpg
5908478,https://movie.douban.com/subject/5908478/,2011,我爱你,9,그대를 사랑합니다,秋昌旼,"宋在浩,李顺载,尹秀晶","剧情,爱情",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p1075591188.jpg
5912992,https://movie.douban.com/subject/5912992/,2011,熔炉,9.2,도가니,黄东赫,"孔侑,郑有美,金志英",剧情,https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1363250216.jpg
5964718,https://movie.douban.com/subject/5964718/,2011,一次别离,8.7,جدایی نادر از سیمین,阿斯哈·法哈蒂,"佩曼·莫阿迪,蕾拉·哈塔米,萨瑞·巴亚特","剧情,家庭",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2189835254.jpg
5989818,https://movie.douban.com/subject/5989818/,2011,萤火之森,8.7,蛍火の杜へ,大森贵弘,"佐仓绫音,内山昂辉","剧情,爱情,动画",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p1272904657.jpg
6146955,https://movie.douban.com/subject/6146955/,2011,寿司之神,8.8,Jiro Dreams of Sushi,大卫·贾柏,"小野二郎 ,小野祯一,小野隆",纪录片,https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1528763106.jpg
6307447,https://movie.douban.com/subject/6307447/,2012,被解救的姜戈,8.5,Django Unchained,昆汀·塔伦蒂诺,"杰米·福克斯,莱昂纳多·迪卡普里奥,克里斯托弗·瓦尔茨","剧情,动作,西部",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p1959232369.jpg
6534248,https://movie.douban.com/subject/6534248/,2012,无敌破坏王,8.6,Wreck-It Ralph,瑞奇·摩尔,"简·林奇,约翰·C·赖利,萨拉·西尔弗曼","喜剧,动画,冒险",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1735642656.jpg
6786002,https://movie.douban.com/subject/6786002/,2011,触不可及,9.1,Intouchables,"奥利维埃·纳卡什,埃里克·托莱达诺","弗朗索瓦·克鲁塞,奥玛·希,安娜·勒尼","剧情,喜剧",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1454261925.jpg
6874403,https://movie.douban.com/subject/6874403/,2013,再次出发之纽约遇见你,8.5,Begin Again,约翰·卡尼,"凯拉·奈特莉,马克·鲁弗洛,詹姆斯·柯登","喜剧,爱情,音乐",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2250287733.jpg
6985810,https://movie.douban.com/subject/6985810/,2012,狩猎,9,Jagten,托马斯·温特伯格,"麦斯·米科尔森,托玛斯·博·拉森,安妮卡·韦德科普",剧情,https://img1.doubanio.com/view/movie_poster_cover/spst/public/p1546987967.jpg
10463953,https://movie.douban.com/subject/10463953/,2014,模仿游戏,8.5,The Imitation Game,莫滕·泰杜姆,"本尼迪克特·康伯巴奇,凯拉·奈特莉,马修·古迪","剧情,传记,战争",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2255040492.jpg
10533913,https://movie.douban.com/subject/10533913/,2015,头脑特工队,8.7,Inside Out,"彼特·道格特,罗纳尔多·德尔·卡门","艾米·波勒,菲利丝·史密斯,理查德·坎德","喜剧,动画,冒险",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2266293606.jpg
10577869,https://movie.douban.com/subject/10577869/,2013,时空恋旅人,8.6,About Time,理查德·柯蒂斯,"多姆纳尔·格里森,瑞秋·麦克亚当斯,比尔·奈伊","剧情,爱情,奇幻",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2070153774.jpg
10777687,https://movie.douban.com/subject/10777687/,2013,7号房的礼物,8.6,7번방의 선물,李焕庆,"柳承龙,朴信惠,郑镇荣","剧情,喜剧,家庭",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p1816276065.jpg
10808442,https://movie.douban.com/subject/10808442/,2013,爱在午夜降临前,8.7,Before Midnight,理查德·林克莱特,"伊桑·霍克,朱莉·德尔佩,肖姆斯·戴维-菲茨帕特里克","剧情,爱情",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2001069785.jpg
11026735,https://movie.douban.com/subject/11026735/,2014,超能陆战队,8.6,Big Hero 6,"唐·霍尔,克里斯·威廉姆斯","斯科特·安第斯,瑞恩·波特,丹尼尔·海尼","喜剧,动作,科幻",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p2224568669.jpg
11525673,https://movie.douban.com/subject/11525673/,2014,布达佩斯大饭店,8.7,The Grand Budapest Hotel,韦斯·安德森,"拉尔夫·费因斯,托尼·雷沃罗利,艾德里安·布洛迪","剧情,喜剧",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2178872593.jpg
21318488,https://movie.douban.com/subject/21318488/,2014,消失的爱人,8.7,Gone Girl,大卫·芬奇,"本·阿弗莱克,裴淳华,尼尔·帕特里克·哈里斯","剧情,犯罪,悬疑",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2221768894.jpg
21360417,https://movie.douban.com/subject/21360417/,2013,恐怖直播,8.7,더 테러 라이브,金秉祐,"河正宇,李璟荣,全慧珍","剧情,犯罪,悬疑",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2016930906.jpg
21937445,https://movie.douban.com/subject/21937445/,2013,辩护人,9.1,변호인,杨宇硕,"宋康昊,吴达洙,金英爱",剧情,https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2158166535.jpg
21937452,https://movie.douban.com/subject/21937452/,2013,素媛,9.1,소원,李濬益,"薛耿求,严志媛,李来","剧情,家庭",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2118532944.jpg
24750126,https://movie.douban.com/subject/24750126/,2014,荒蛮故事,8.7,Relatos salvajes,达米安·斯兹弗隆,"达里奥·格兰迪内蒂,玛丽娅·玛努尔,莫妮卡·比利亚","剧情,喜剧,犯罪",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2192834364.jpg
25662329,https://movie.douban.com/subject/25662329/,2016,疯狂动物城,9.2,Zootopia,"拜伦·霍华德,瑞奇·摩尔,杰拉德·布什","金妮弗·古德温,杰森·贝特曼,伊德里斯·艾尔巴","喜剧,动作,动画",https://img1.doubanio.com/view/movie_poster_cover/spst/public/p2315672647.jpg
25724855,https://movie.douban.com/subject/25724855/,2015,房间,8.8,Room,伦尼·阿伯拉罕森,"布丽·拉尔森,雅各布·特伦布莱,琼·艾伦","剧情,家庭",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2259715855.jpg
25773932,https://movie.douban.com/subject/25773932/,2014,爆裂鼓手,8.6,Whiplash,达米恩·查泽雷,"迈尔斯·特勒,J·K·西蒙斯,保罗·雷瑟","剧情,音乐",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2220776342.jpg
25807345,https://movie.douban.com/subject/25807345/,2013,彗星来的那一夜,8.4,Coherence,詹姆斯·沃德·布柯特,"艾米丽·芭尔多尼,莫瑞·史特林,尼古拉斯·布兰登","科幻,悬疑,惊悚",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2187896711.jpg
25814705,https://movie.douban.com/subject/25814705/,2014,小森林 夏秋篇,8.9,リトル・フォレスト 夏・秋,森淳一,"桥本爱,三浦贵大,松冈茉优",剧情,https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2221319641.jpg
25814707,https://movie.douban.com/subject/25814707/,2015,小森林 冬春篇,8.9,リトル・フォレスト 冬・春,森淳一,"桥本爱,三浦贵大,松冈茉优",剧情,https://img1.doubanio.com/view/movie_poster_cover/spst/public/p2215147728.jpg
25917973,https://movie.douban.com/subject/25917973/,2014,心迷宫,8.6,心迷宫,忻钰坤,"霍卫民,王笑天,罗芸","剧情,犯罪,悬疑",https://img3.doubanio.com/view/movie_poster_cover/spst/public/p2275298525.jpg
